date,customer_name,product_name,cost
2023-12-13,Katelyn Johnson,Nespresso Vertuo,1259.0
2024-10-15,Edward Rodriguez,Razer BlackWidow V3,457.48
2023-08-16,Linda Chambers,Samsung Galaxy Watch 5,1895.48
2023-09-28,Christopher Park,Philips Hue Starter Kit,838.99
2024-10-02,Kylie Clements,Nintendo Switch,860.66
2023-08-11,Walter Morris,MSI GS66 Stealth,1940.05
2023-09-03,Anna Smith,Asus ZenBook Duo,705.04
2023-08-24,Shawn Baker,LaCie Rugged SSD,860.42
2024-04-13,Jasmine Briggs,Logitech G Pro X,1082.65
2023-03-06,Robert Wilson,Amazon Fire TV Stick 4K,1899.59
2022-12-06,Alexis Wilson,MacBook Pro,1252.92
2023-05-17,Shawn Cunningham,Clarisonic Mia,1030.68
2022-11-13,Debbie Deleon,Roku Ultra,1406.37
2024-02-20,Wesley Waller,Clarisonic Mia,211.93
2022-10-24,Brandon Roach,Shure SM7B,1859.63
2023-11-02,Jesse Peters,HyperX Cloud II,1444.98
2024-04-05,Anna Scott,Sony A7 IV,1070.08
2024-05-22,Nicholas Trevino,Lenovo Tab P11,1551.93
2023-03-12,Trevor Alvarado,Surface Pro 8,899.43
2023-01-21,Laura Spears,Breville Bambino,890.22
2023-11-16,Amy Wilson,Roomba i7+,995.46
2022-11-06,Richard Jones,Keurig K-Elite,534.32
2023-07-07,Danielle Little,Razer Kraken,1224.66
2024-08-26,Samantha Hill,Logitech G Pro X,649.2
2024-06-23,Brittney Walton,Sennheiser Momentum 3,534.5
2024-03-07,Sheila Beck,Foreo Luna 3,528.28
2024-08-06,Ashley Stafford,Dyson V11 Torque Drive,579.73
2023-10-31,Brittany White,Google Chromecast,1721.56
2023-09-05,Fred Soto,Samsung Galaxy Watch 5,1732.98
2023-06-27,Krystal Howard,Philips Hue Starter Kit,717.38
2023-05-06,Karl Lowe,Breville Bambino,1449.78
2022-12-03,Danny Baker,Sennheiser Momentum 3,950.19
2024-07-19,Mary Hebert,Shark IQ Robot,683.68
2024-05-22,Susan Jones,Nest Learning Thermostat,1381.85
2022-12-25,Brenda Thompson,Harman Kardon Onyx,1877.05
2023-08-12,Amanda Smith,Roku Ultra,1557.66
2023-02-08,Douglas Peterson,Razer Blade 15,870.7
2022-12-20,Aaron Watkins,Shark IQ Robot,619.85
2024-09-19,Marcus Johnson,GHD Platinum+,1543.68
2023-11-17,Justin Tapia,Breville Bambino,1668.04
2023-11-29,Yvette Simmons,Revlon One-Step Hair Dryer,1252.7
2023-08-04,Brenda Mason,LG C1 OLED TV,179.33
2023-02-01,Ivan Walker,Ecobee SmartThermostat,771.09
2024-10-08,Valerie Mckinney,Dell XPS 13,1302.06
2024-09-04,Evan Gillespie Jr.,Le Creuset Dutch Oven,442.95
2024-10-08,Holly Burton,Ninja Foodi,413.23
2022-10-23,Thomas Adams,Samsung T7 Portable SSD,475.67
2024-06-02,Richard Clark,Elgato Stream Deck,1303.51
2024-04-21,Kenneth Williams,Ring Video Doorbell,1224.79
2024-06-01,Sarah Richardson,Razer Kraken,614.42
2022-11-04,Colleen Davis,Vizio M-Series Quantum,898.5
2024-07-29,Brady Duncan,Dell Alienware m15,548.33
2024-02-01,Andrew Franco,Logitech MX Master 3,1124.45
2022-11-27,Kimberly Byrd,Samsung Galaxy Watch 5,601.86
2023-02-17,Michaela Harris DVM,HP Omen 15,1009.75
2023-01-26,Steven Williams,Razer BlackWidow V3,199.01
2024-07-12,Stephanie King,Nikon Z7 II,327.07
2024-03-08,Dominique White,Cuisinart Air Fryer,902.12
2023-05-08,Lori Mclaughlin,WD My Passport,152.57
2024-01-22,Michelle Russell,Vitamix 5200,756.14
2024-09-30,Steven Williams,KitchenAid Stand Mixer,395.66
2023-02-21,Stephanie King,LG C1 OLED TV,1143.01
2024-06-29,Mackenzie Collins,GoPro Hero 10,498.63
2024-03-03,Juan Cox,MacBook Pro,1621.3
2022-11-25,William Thompson,Samsung T7 Portable SSD,637.74
2024-10-07,Kylie Freeman,Razer BlackWidow V3,1879.25
2022-12-13,Brittany Martin,Ecobee SmartThermostat,516.68
2024-02-02,Marc Griffith,Dyson Supersonic,373.88
2023-08-21,Jorge Garcia,iPhone 14,1631.48
2023-01-30,Christopher Burgess,Philips Hue Starter Kit,215.86
2024-06-18,Deborah Taylor,Microsoft Surface Go 3,1436.71
2023-12-05,Patricia Strickland,Fitbit Charge 5,742.01
2024-06-24,James Perry,iPad Air,1938.68
2024-06-04,Vicki West,Google Chromecast,1468.1
2023-07-07,Mackenzie Sawyer,Sony A7 IV,842.88
2023-09-24,Cynthia Green,iPhone 14,444.91
2024-05-02,Brandon Roach,SteelSeries Rival 600,1139.65
2023-07-22,Kenneth Cantu,Anova Sous Vide,579.33
2023-03-09,Sarah Richardson,Logitech Brio,366.09
2024-03-26,Kathryn Potter,Corsair K95 RGB Platinum,218.1
2024-08-05,Lawrence Sweeney,Corsair T3 Rush,253.64
2024-08-07,John Turner,Dyson Supersonic,1511.11
2023-04-18,Jason Sexton,Microsoft Surface Go 3,694.33
2023-02-14,Angela Ford,Le Creuset Dutch Oven,565.75
2024-05-20,William Thompson,Noblechairs Hero,156.01
2024-06-07,Tiffany Cole,Vitamix 5200,113.77
2023-12-08,Shawn Reeves,Lenovo Tab P11,1351.61
2022-11-16,David Mendez,Cuisinart Air Fryer,535.75
2023-02-02,Shelby Jackson DDS,Samsung T7 Portable SSD,71.71
2024-02-23,John Foley,MacBook Pro,1942.34
2023-04-29,Melanie Harvey,LG Gram 17,1842.49
2024-09-09,Jessica Barrett,Sony A7 IV,855.47
2024-03-29,Mackenzie Flores,Apple Watch Series 8,1081.51
2023-11-09,James Lutz,Roku Ultra,1315.69
2023-11-29,Joseph Johnson,Dyson Supersonic,1494.11
2023-07-29,Heather Morales,SteelSeries Rival 600,1068.94
2023-02-17,Brenda Thompson,Ultimate Ears Boom 3,361.56
2022-11-05,Susan Baker DDS,PlayStation 5,1062.45
2024-07-04,Erica Smith,Vitamix 5200,872.5
2024-03-18,Anthony Lynch,Roku Ultra,1615.05
2023-03-19,Sarah Gardner,Samsung Galaxy Buds Pro,1360.28
2023-06-07,Shannon King,Foreo Luna 3,717.07
2024-03-02,Anthony Simon,Microsoft Surface Go 3,1932.6
2024-03-08,Alex George,Apple AirPods Pro,361.12
2024-04-13,Curtis Carr,Philips Hue Starter Kit,153.0
2023-02-01,Christina Wyatt,Ninja Foodi,756.37
2023-06-04,Benjamin Hicks,Ecobee SmartThermostat,772.13
2024-04-15,Anthony Lynch,SanDisk Extreme Pro,357.82
2023-05-24,Edward Vargas,MacBook Pro,1153.36
2022-11-19,Sara Woodard,Dell XPS 13,1359.5
2024-04-30,Jason Snyder,Dell Alienware m15,991.12
2024-03-31,Rebecca Phillips,Le Creuset Dutch Oven,1462.28
2022-10-23,Joshua Garcia,Anova Sous Vide,1746.56
2023-05-27,Nicholas Wright,Nest Learning Thermostat,1830.95
2023-10-29,Mr. Douglas Day MD,Dyson Supersonic,666.17
2024-09-26,Robert Armstrong,Arlo Pro 4,1557.63
2023-08-21,Susan Miller,Samsung Galaxy S23,1925.22
2024-09-26,Angela Parker,Oral-B iO Series 9,1020.37
2022-11-28,Zachary Hicks,Asus ROG Zephyrus G14,1807.24
2023-02-02,Jasmine Briggs,Samsung T7 Portable SSD,402.09
2023-10-28,Ruth Bailey,Jabra Elite 85h,1048.11
2022-10-31,Jay Garcia,Instant Pot Duo,365.98
2023-01-24,Carlos Woods,Marshall Stanmore II,1062.46
2023-03-23,Cheryl Hill,Canon EOS R5,1764.59
2024-04-26,Russell Griffin,iPad Air,1526.6
2023-11-06,Bruce Cain,Clarisonic Mia,335.91
2024-01-11,Andrew Adams,GoPro Hero 10,382.94
2024-09-11,Cheryl Newman,iPhone 14,677.99
2023-01-14,David Dixon,Lenovo Tab P11,174.97
2024-09-12,Jeffery Patterson DDS,Fitbit Charge 5,837.36
2023-01-21,Mackenzie Sawyer,GHD Platinum+,1254.24
2024-07-03,Richard Jones,LG C1 OLED TV,255.39
2023-10-28,Christina Gonzalez,Foreo Luna 3,516.16
2023-11-20,Erica Ramirez,MSI GS66 Stealth,192.13
2023-09-01,Douglas Peterson,Apple AirPods Pro,1977.9
2024-04-18,Clayton Michael,LG C1 OLED TV,1314.46
2023-05-24,Dr. Allison Thompson,Blue Yeti Microphone,1257.51
2023-08-28,Rachel Fox,Asus ROG Zephyrus G14,708.11
2022-12-25,Phyllis Walton,Jabra Elite 85h,1997.54
2022-12-30,Mary Garcia,Lenovo ThinkPad X1,561.52
2024-05-09,Casey Brown,Instant Pot Duo,1010.85
2023-10-15,Anthony Dunn,Canon EOS R5,580.05
2024-04-14,Nicole Wilkerson,August Smart Lock,1535.95
2023-06-09,Ruth Boyd,Thrustmaster T300,853.61
2023-01-16,Daniel Buck,Razer Kraken,1619.55
2022-10-31,Mark Beck,Nespresso Vertuo,1893.44
2023-08-10,Cameron Paul,Razer Kraken,713.21
2023-02-14,Beth Kim,Ultimate Ears Boom 3,1727.71
2024-06-04,Julia Franklin,Microsoft Surface Go 3,1738.48
2024-03-01,Lisa Kirk,Seagate Backup Plus,1591.95
2023-07-06,Jane Bird,Razer Kraken,1579.61
2022-11-24,Charles Bond,Xbox Series X,497.36
2024-01-21,Makayla Sampson,Seagate Backup Plus,973.73
2022-12-23,Trevor Downs,Elgato Stream Deck,1440.68
2023-03-07,Andrew Scott,Foreo Luna 3,217.87
2023-01-05,Alexandria Thompson,Amazon Kindle,387.98
2024-10-08,Keith Lucas,Google Pixel 7,1148.44
2024-06-02,Michelle Russell,Logitech G Pro X,1198.6
2024-08-24,Sheri Miller,Nest Learning Thermostat,263.08
2024-10-12,Amy Wilson,Google Chromecast,611.31
2023-04-03,Evan Hall,Razer Kraken,1959.93
2022-11-25,Jasmine Briggs,Roku Ultra,413.93
2023-08-21,Laura Jones,Sony WF-1000XM4,1994.15
2023-08-19,Andrea Hill,WD My Passport,1321.69
2024-05-21,Michael Mckenzie,Harman Kardon Onyx,1815.42
2024-01-06,Melanie Harvey,Fujifilm X-T4,70.54
2023-12-18,Richard Fox,Secretlab Titan Evo 2022,233.91
2023-03-10,Andrew Jones,Marshall Stanmore II,1170.96
2023-06-18,Diana Hickman DDS,Amazon Fire TV Stick 4K,769.19
2023-01-27,Lisa Garcia,Dyson Supersonic,299.47
2023-03-18,Scott Rogers,Razer Kraken,847.27
2023-05-12,Ronald Watson,HyperX Cloud II,1079.87
2023-04-22,Benjamin Jones,PlayStation 5,1397.94
2023-06-23,Amanda Kennedy,Bang & Olufsen Beosound A1,1475.24
2024-09-07,Anthony Kennedy,KitchenAid Stand Mixer,644.88
2022-12-05,David Dixon,Razer BlackWidow V3,817.52
2023-04-17,Amanda Farley,Xbox Series X,1806.14
2022-12-17,Dominique Brown,Alienware AW3423DW,417.75
2024-10-15,Andrew Larson,Nespresso Vertuo,1310.38
2023-06-01,Susan Lam,HP Spectre x360,1556.07
2024-06-25,Andrew Adams,Bowers & Wilkins PX7,1146.06
2024-08-15,Jason Crawford,Acer Predator Helios 300,795.01
2024-04-24,Sherry Edwards,Sonos Beam,1737.99
2023-01-26,George Shannon,DJI Mavic Air 2,1413.81
2023-09-24,Sherry Clark,Clarisonic Mia,390.52
2023-01-15,Dominique Brown,SteelSeries Rival 600,1857.45
2024-06-30,Trevor Thomas,Bowers & Wilkins PX7,179.73
2024-04-18,Christie Mullins,HyperX Cloud II,973.61
2023-07-27,Steven Schroeder,Logitech G Pro X,701.48
2023-05-28,Anthony Simon,Keurig K-Elite,111.42
2024-02-16,Yolanda Oconnell,Nespresso Vertuo,560.44
2024-02-14,Katelyn Johnson,Samsung Galaxy Tab S8,832.72
2024-08-25,Eugene Miller,Samsung Galaxy S23,1690.13
2024-07-28,Brandon Guzman,Revlon One-Step Hair Dryer,156.5
2023-12-11,Charles Hansen,Oral-B iO Series 9,762.1
2023-07-31,Kelly Taylor,Google Pixel 7,312.62
2023-09-19,Cynthia Donaldson,GoPro Hero 10,183.87
2023-09-01,William Pratt,Sony WH-1000XM4,181.49
2024-03-30,John Wells,HP Spectre x360,793.17
2023-05-02,Natalie Gardner,GoPro Hero 10,59.81
2024-08-22,Tiffany Sanchez,Samsung Galaxy Buds Pro,290.67
2024-09-06,Paul Grimes,Le Creuset Dutch Oven,1676.46
2023-01-02,Steven Martinez,Asus ZenBook Duo,570.16
2023-12-09,Robert Armstrong,Logitech G29,1304.98
2024-07-02,Brenda Mason,Sennheiser Momentum 3,1697.51
2023-03-24,Alexa Copeland,Alienware AW3423DW,634.94
2023-10-24,Daniel Rodriguez,Nespresso Vertuo,1791.03
2024-03-11,Christy Buckley,Seagate Backup Plus,1167.31
2023-11-01,Phillip Wheeler,Anova Sous Vide,304.67
2023-12-07,Kathleen Moore,Dyson Supersonic,1279.81
2024-01-12,Randy Lewis,Dell XPS 13,1675.64
2023-11-19,Logan Johnson,Corsair K95 RGB Platinum,495.38
2024-03-04,Michael Wilkerson,Samsung T7 Portable SSD,1105.68
2024-10-06,Mark Johnson,Samsung Galaxy Buds Pro,1156.63
2023-12-02,Timothy Roberts,Dell Alienware m15,377.65
2023-04-18,David Fuller,Corsair K95 RGB Platinum,1022.46
2023-08-17,Michael Parker,Corsair T3 Rush,1322.97
2024-03-14,Debbie Blanchard,Fujifilm X-T4,1509.58
2023-01-07,Brenda Maynard,Sennheiser Momentum 3,1200.81
2024-07-06,Michael Wang,MacBook Pro,67.61
2022-10-17,Jay Martin,Corsair T3 Rush,1870.76
2024-06-05,Angela Stewart,Dyson V11 Torque Drive,1089.87
2023-12-17,Fred Soto,LG C1 OLED TV,1139.96
2023-08-13,Tricia Carey,Roomba i7+,618.39
2023-04-29,Zachary Hicks,Razer Blade 15,1298.51
2023-03-13,Andrew Franco,Asus ZenBook Duo,1841.16
2023-11-04,Patrick Barber,Blue Yeti Microphone,1315.89
2023-04-12,Crystal Jennings,Foreo Luna 3,739.12
2023-04-13,Diana Howard,Corsair K95 RGB Platinum,192.46
2024-08-25,Harry Wilson,Corsair T3 Rush,768.33
2024-08-06,Aaron Buck,Dyson Supersonic,1323.81
2023-12-30,Christopher Bell,GHD Platinum+,1419.78
2023-05-03,Anthony Dunn,Ultimate Ears Boom 3,212.76
2023-04-19,Trevor Downs,Noblechairs Hero,910.66
2024-07-22,Rose Fisher,Razer Blade 15,229.86
2022-12-17,Michaela Harris DVM,PlayStation 5,1581.84
2022-10-26,Angel Mejia,Secretlab Titan Evo 2022,332.66
2023-09-18,Steven Wiley,Noblechairs Hero,1816.61
2024-07-23,Christopher Thomas,Asus ROG Zephyrus G14,1269.1
2024-04-23,Austin Cooper,Amazon Fire TV Stick 4K,915.11
2023-11-04,Rebecca Jones,Sony A7 IV,952.04
2023-12-28,Matthew Johnson,Dyson Supersonic,1524.36
2023-06-21,Amanda Smith,Canon EOS R5,174.83
2023-09-12,Cameron Paul,Apple AirPods Pro,1809.94
2023-08-16,Rachel Fox,MSI GS66 Stealth,1226.3
2024-10-14,Holly Carey,Clarisonic Mia,1042.88
2024-05-14,James King,LG Gram 17,1946.92
2022-11-27,Mark Peterson,Ring Video Doorbell,214.08
2024-02-18,Phillip Hernandez,Philips Hue Starter Kit,300.86
2023-10-16,Michelle Ramirez DVM,Asus ZenBook Duo,713.37
2024-08-11,Michael Gray,Roomba i7+,352.94
2024-04-25,Valerie Mckinney,Fitbit Charge 5,157.46
2024-09-23,Jessica Barrett,Vitamix 5200,1452.59
2023-10-05,Maria Randall,Harman Kardon Onyx,911.96
2023-06-23,Jesse Peters,Razer BlackWidow V3,1759.68
2024-10-02,Blake Williams,Lenovo Tab P11,1128.27
2023-03-22,Alexis Smith,Dell XPS 13,1544.14
2024-03-15,Logan Johnson,Sony WF-1000XM4,1846.45
2023-02-01,Kylie Freeman,Dyson V11 Torque Drive,1512.74
2023-07-14,Steven Nichols,Amazon Fire TV Stick 4K,1687.75
2024-09-09,Jennifer Wells,Samsung Galaxy Buds Pro,855.32
2023-01-27,Larry Smith,GoPro Hero 10,1869.55
2022-12-27,Cameron Paul,Asus ZenBook Duo,216.74
2024-08-11,Samuel Collins,Acer Predator Helios 300,1834.69
2023-11-13,Fred Soto,Dell Alienware m15,1716.57
2023-11-10,Jacqueline Walker,Surface Pro 8,1847.49
2024-08-16,Shawn Reeves,Blue Yeti Microphone,109.8
2024-09-12,Dr. Karen Cooper MD,Dyson V11 Torque Drive,1741.89
2022-12-03,Sherry Edwards,Secretlab Titan Evo 2022,371.66
2023-12-14,Dustin Miller,Clarisonic Mia,1892.59
2023-11-19,William White,Logitech MX Master 3,1713.33
2023-09-08,Rachel Mclaughlin,Logitech MX Master 3,525.92
2024-03-07,Sarah Williams,Sennheiser Momentum 3,1462.83
2023-11-18,Alexandria Wagner,Apple Watch Series 8,682.82
2023-12-30,Mr. Douglas Day MD,iPhone 14,1679.11
2024-04-16,Justin Tanner,Nespresso Vertuo,647.07
2023-03-30,Erica Smith,Asus ROG Zephyrus G14,1086.0
2024-06-02,Angelica Schmidt,Apple AirPods Pro,1112.64
2024-03-28,Joshua Martinez,Acer Predator Helios 300,418.34
2024-05-22,Steven Hughes,Logitech Brio,1422.35
2023-08-31,Nathan Smith,Asus ROG Zephyrus G14,1642.81
2024-08-29,Anne Hayes,Google Pixel 7,78.4
2023-03-13,Susan Lam,Sony WF-1000XM4,1863.83
2024-01-02,Benjamin Lopez,Secretlab Titan Evo 2022,1790.84
2024-07-26,Jessica Daniel,Philips Sonicare 9900,799.46
2024-07-10,Mark Gilbert,Dyson Supersonic,1074.38
2023-11-12,Elizabeth Jackson,HyperX Cloud II,876.34
2024-01-25,Michelle Russell,Bowers & Wilkins PX7,145.1
2024-08-07,Melanie Young,Dyson Supersonic,567.92
2023-10-23,Mark Schultz,Amazon Kindle,536.69
2023-06-14,Nicole Wilkerson,Samsung Galaxy Tab S8,524.03
2024-07-26,Amanda Farley,SanDisk Extreme Pro,847.6
2024-07-12,Robert Armstrong,August Smart Lock,1715.86
2023-03-12,Katrina Hernandez,Breville Bambino,355.91
2022-11-25,Crystal Pierce,Secretlab Titan Evo 2022,663.1
2023-05-26,Nicholas Roman,Bowers & Wilkins PX7,1785.0
2024-02-14,Michael Parker,Sony WF-1000XM4,812.81
2024-04-11,Dana Henderson,Ring Video Doorbell,1167.8
2024-04-07,Daniel Buck,Canon EOS R5,1024.9
2023-12-16,Gabriel Zuniga,Fitbit Charge 5,1689.51
2024-01-10,Tiffany Sanchez,Vizio M-Series Quantum,357.42
2023-09-25,Michelle Contreras,SanDisk Extreme Pro,367.63
2023-03-03,Dawn Santos,Lenovo ThinkPad X1,147.01
2022-10-18,Tiffany Turner,SteelSeries Rival 600,587.42
2024-01-04,Sarah Williams,Fujifilm X-T4,531.05
2023-03-30,Katie Smith,Le Creuset Dutch Oven,1278.08
2023-06-08,John Smith,Ecobee SmartThermostat,858.95
2024-07-15,Annette Wilson,Instant Pot Duo,207.52
2023-08-11,Diana Vaughn,Razer Kraken,1765.46
2023-05-11,Dr. Karen Cooper MD,Breville Bambino,137.25
2023-11-09,Erica Ramirez,Apple AirPods Pro,1042.18
2024-03-31,Jesse Hamilton,Ninja Foodi,903.45
2024-09-18,Jessica Sanchez,DJI Mavic Air 2,1763.45
2023-06-18,Trevor Brown,Xbox Series X,189.77
2024-06-10,William Pratt,Amazon Kindle,109.54
2023-10-03,Alexandria Thompson,Arlo Pro 4,455.87
2023-06-26,Holly Burton,Logitech MX Master 3,289.49
2023-09-29,Nathan Gardner,Shure SM7B,738.55
2022-11-27,Maria Parker MD,Logitech G Pro X,1142.3
2024-02-09,Robert Oliver,GoPro Hero 10,624.51
2024-07-06,Scott Rogers,Razer Kraken,1671.36
2024-07-26,Carlos Woods,PlayStation 5,1452.65
2023-06-10,Elizabeth Jackson,PlayStation 5,1079.07
2024-07-30,Jay Garcia,Lenovo ThinkPad X1,137.88
2024-07-13,Linda Jones,Roomba i7+,1687.06
2023-01-16,Jacqueline Robinson,Razer Kraken,1961.61
2024-06-04,Darren Wilson,Google Chromecast,1380.52
2022-10-19,Yvonne Galvan,Samsung Galaxy Buds Pro,1487.03
2023-06-14,Debbie Blanchard,Nest Learning Thermostat,659.31
2023-02-23,Erika Smith,Elgato Stream Deck,407.58
2023-09-15,Jennifer Gonzales,Bose QuietComfort 45,961.68
2024-05-27,Zachary Hicks,Noblechairs Hero,186.06
2023-05-07,Steven Guzman,Google Chromecast,269.73
2023-11-03,Vicki West,Vizio M-Series Quantum,471.73
2024-07-30,Veronica Madden,Revlon One-Step Hair Dryer,1988.62
2023-02-25,James Acevedo,Surface Pro 8,864.58
2023-09-14,Sharon Smith,Thrustmaster T300,1053.26
2023-04-06,Aaron Watkins,Samsung Galaxy Watch 5,115.97
2023-12-14,Rebecca Cunningham,Fujifilm X-T4,890.16
2023-12-03,Kayla Hernandez,Sonos Beam,1738.3
2022-11-06,Christopher Reid,Roku Ultra,323.26
2023-04-03,Antonio Williams,Nest Learning Thermostat,1154.59
2022-12-07,Mr. Scott Bray,Canon EOS R5,1846.98
2023-09-04,William Morris,Samsung Galaxy Buds Pro,826.67
2023-01-17,Sandra Thomas,LG C1 OLED TV,105.11
2023-07-06,Todd Meyer,Samsung Galaxy Watch 5,306.77
2023-06-02,Tiffany Turner,Nest Learning Thermostat,1349.26
2023-08-24,Mathew Ballard,Thrustmaster T300,192.98
2023-07-07,Cameron Barnes,SanDisk Extreme Pro,1723.72
2023-08-24,Sherry Rubio,Oral-B iO Series 9,890.63
2023-12-24,Nicole Briggs,Google Pixel 7,1270.92
2023-01-25,Sharon Thomas,Noblechairs Hero,1853.63
2022-12-15,Albert Conrad,Seagate Backup Plus,418.86
2023-07-04,Angela Perkins,LaCie Rugged SSD,770.13
2023-11-19,Benjamin Hicks,August Smart Lock,1317.11
2023-11-09,Laura Jones,Samsung Galaxy Watch 5,309.82
2024-04-17,Tara Jones,Le Creuset Dutch Oven,1236.62
2023-06-22,Susan Jones,Samsung QN90A,1292.02
2023-03-16,Lance King,Ecobee SmartThermostat,981.06
2023-09-26,Vanessa Haas,GoPro Hero 10,319.37
2024-01-07,Anthony Lynch,DJI Mavic Air 2,791.32
2023-01-17,Elizabeth Montgomery,Google Chromecast,664.38
2024-09-23,Deborah Taylor,Instant Pot Duo,504.27
2023-07-05,Julia Franklin,Google Pixel 7,1959.84
2024-07-22,Alexandria Thompson,Lenovo ThinkPad X1,360.09
2023-05-11,Charlotte Molina,SanDisk Extreme Pro,162.46
2023-03-08,Jeremy Carlson,HyperX Cloud II,1986.19
2024-01-24,Debbie Blanchard,PlayStation 5,165.11
2024-03-19,Rebecca Martinez,Bang & Olufsen Beosound A1,1338.64
2024-08-31,Jacob Simpson,Vitamix 5200,143.6
2024-09-20,Lisa Beard,Logitech MX Master 3,790.76
2024-02-06,Michelle Schultz,Samsung Galaxy S23,1395.55
2024-04-25,James Myers,HyperX Cloud II,1954.85
2023-10-31,Amber Cross,Sony A7 IV,461.99
2023-10-29,Ashley Baker,Roomba i7+,963.75
2023-07-21,Tiffany Cole,Anova Sous Vide,645.43
2023-05-04,Amanda Fox,Nespresso Vertuo,825.73
2023-08-09,Lori Flores,Asus ZenBook Duo,1969.13
2022-12-29,Brooke Salazar,August Smart Lock,1521.75
2024-07-05,Stephanie Harrington,Instant Pot Duo,1406.06
2024-06-20,Robert Wallace,Corsair K95 RGB Platinum,1098.39
2023-12-25,Teresa Rivera,Shure SM7B,1942.16
2022-12-11,Rebecca Cunningham,Apple Watch Series 8,1804.25
2024-09-11,Kenneth Cardenas,Clarisonic Mia,1792.9
2023-01-28,Susan Miller,Corsair HS80,836.32
2023-09-28,Heather Payne,Dyson Supersonic,602.38
2024-06-12,Crystal Miller,August Smart Lock,1614.61
2023-11-30,Tonya Sanchez,Le Creuset Dutch Oven,1703.03
2022-12-31,Susan Jones,Elgato Stream Deck,1769.75
2024-05-30,Mary Barrett,Alienware AW3423DW,1587.38
2024-05-06,Hannah Bates,Acer Predator Helios 300,906.03
2023-10-16,Christine Morgan,Foreo Luna 3,277.67
2023-12-31,Jennifer Charles,SanDisk Extreme Pro,845.04
2023-11-09,Melanie Martin,iPhone 14,1810.08
2022-10-22,Nancy Mahoney,Logitech MX Master 3,1714.99
2023-05-05,Beth Kim,Keurig K-Elite,1011.37
2024-07-20,Jay Garcia,Foreo Luna 3,1638.01
2024-04-08,William Archer,Harman Kardon Onyx,960.02
2023-09-07,Robert Wilson,PlayStation 5,1365.26
2023-10-20,Jasmine Santiago,Thrustmaster T300,1131.04
2023-12-20,Logan Johnson,Corsair K95 RGB Platinum,108.95
2023-05-18,Jessica Williams,Nespresso Vertuo,955.11
2022-11-06,Clayton Michael,Dyson Supersonic,1774.02
2023-12-19,Alyssa Young,Dell Alienware m15,311.16
2024-02-26,Mrs. Breanna Marshall,Philips Sonicare 9900,1656.52
2023-10-29,Richard Williams,Dyson V11 Torque Drive,1123.62
2024-07-18,Nicholas Roman,Nespresso Vertuo,337.34
2023-08-06,Laura Jones,Philips Sonicare 9900,1990.46
2024-01-16,Gregory Stephenson,Nintendo Switch,1791.23
2023-09-11,Lynn Sullivan,Logitech Brio,1282.87
2024-07-28,Henry Bennett,Samsung Galaxy Buds Pro,1577.85
2023-11-14,Michelle Sanchez,Corsair T3 Rush,715.96
2024-01-25,Mark Gomez,Fujifilm X-T4,1907.29
2022-12-01,Steven Guzman,HyperX Cloud II,1428.73
2024-07-03,Robert Rowland,Revlon One-Step Hair Dryer,725.07
2024-02-11,Daniel Sanchez,Google Chromecast,1820.99
2023-08-21,Mitchell Smith,Noblechairs Hero,841.3
2023-06-24,Maria Randall,Samsung Galaxy Tab S8,1033.49
2023-01-27,Mr. Joel Diaz,Vitamix 5200,428.54
2023-04-19,Christopher Burgess,Dyson V11 Torque Drive,1243.07
2023-10-13,Jason Bowman,Xbox Series X,1730.04
2023-01-02,Terry Holland,Fitbit Charge 5,234.31
2023-11-26,Jennifer Munoz,Harman Kardon Onyx,424.25
2023-07-02,Mary Hebert,MacBook Pro,1855.77
2024-09-06,Abigail Diaz,Sony WH-1000XM4,680.46
2023-06-29,Sandra Ford,Lenovo ThinkPad X1,644.66
2023-02-24,Kristine Lawrence,HP Spectre x360,1027.54
2024-09-07,Heather Payne,Vizio M-Series Quantum,763.85
2024-10-07,Jack Serrano,Amazon Kindle,446.45
2023-05-29,David Foster,Arlo Pro 4,948.77
2023-04-25,Kelsey Taylor,Roomba i7+,1424.34
2022-12-12,Melanie Barrett,Philips Sonicare 9900,602.21
2023-03-07,Shannon King,Le Creuset Dutch Oven,1488.28
2023-10-20,Robert Oliver,Sonos Beam,1525.01
2024-06-28,Jonathon Brown,Samsung Galaxy Buds Pro,1299.94
2023-01-29,Andrew Brown,Samsung Galaxy Watch 5,1866.31
2024-07-17,Robert Copeland,Google Pixel 7,1262.73
2024-01-23,Kristin Smith,Sony WF-1000XM4,1870.03
2024-10-13,Kenneth Williams,Corsair K95 RGB Platinum,1433.99
2024-01-25,Kelly Taylor,Lenovo ThinkPad X1,1293.78
2022-10-17,Richard Williams,HyperX Cloud II,1364.89
2024-04-14,Evan Hall,Corsair K95 RGB Platinum,1647.2
2023-09-20,Angela Parker,Samsung Galaxy Buds Pro,53.91
2024-01-31,Jill Norman,Le Creuset Dutch Oven,531.99
2023-03-19,Steven Bryant,WD My Passport,1148.16
2024-01-21,Mark Solomon MD,Corsair HS80,1828.4
2024-09-05,Jenna Johnson,Google Chromecast,1358.1
2024-04-12,Sheila Beck,Nest Learning Thermostat,497.86
2023-12-12,Donna Wagner,Sony A7 IV,1915.52
2023-11-18,Melanie Jackson,Bang & Olufsen Beosound A1,683.57
2022-12-08,Brittany Hayes,Sonos Beam,1176.48
